word,is_neighbor
stricte,0
anna's,0
lokales,0
vacation-,0
lanya,0
joses,0
altes,0
carga,0
aria,0
escale,0
neigbourhoods,0
hares,0
zoes,0
tenes,0
noyes,0
outdone,0
neighbornood,0
enrionment,0
neigihborhood,0
there.i,0
peace,0
neigboirhood,0
irma`s,0
hreat,0
pieces,0
aleast,0
nate‘s,0
communiques,0
lanky,0
ration,0
linne,0
boats,0
nabourhood,0
commedities,0
margas,0
lovade,0
sarma,0
länge,0
marga,0
neighbourgood,0
-alexa,0
arey,0
neghbourhood,0
bubbling,0
higway,0
freda,0
downstar,0
traes,0
neighborhood.<<--,0
dona´s,0
stoney,0
cable/,0
lowes,0
lovable,0
goats,0
potus,0
unity,0
aryea,0
locationed,0
slaves,0
ares,0
callie,0
rhoda,0
pallet,0
place.5,0
locatition,0
-claire,0
stedet,0
zenas,0
dafne,0
neihhburhood,0
sarei,0
monies,0
neight,0
locaties,0
aired,0
laika,0
closet-,0
allá,0
streets-,0
royale,0
streets,0
buildling,0
rooms,0
place!~,0
stone,0
immunities,0
neigbours,0
dalle,0
paned,0
place<3,0
neogborhood,0
railroads,0
neighbrood,0
amyas,0
bling,0
rabea,0
neibourhoud,0
-night,0
unico,0
station,0
stehts,0
surrey,0
neighbouring,0
closets-,0
-jane,0
pacha,0
woods)-,0
phone,0
sidewalks,0
preps,0
neirbohood,0
tonys,0
trens,0
whits,0
jane’a,0
ready-,0
zain‘s,0
neighnourhood,0
placid,0
environnant,0
stressy,0
laare,0
ferions,0
location--10,0
highway-2,0
elans,0
alli,0
envirnment,0
latino,0
rolis,0
aldie,0
alleen,0
neighbourhood,0
arash,0
cream-,0
crits,0
cathy,0
valve,0
distric,0
corne,0
yashs,0
neighboorhood/,0
building--,0
monte,0
sweet--,0
approximity,0
steht,0
downtairs,0
keine,0
halve,0
resons,0
pangs,0
/alexa,0
walla,0
place+,0
daren,0
sloane,0
landed,0
neighborgooh,0
almas,0
location!’n,0
gange,0
lines!-,0
drilling,0
weight,0
payés,0
envrironment,0
one:-,0
freak,0
vaule,0
wreak,0
wonen,0
neghiborhood,0
pläne,0
layer,0
aryah,0
builnding,0
plaese,0
--kathy,0
there--,0
locatuom,0
place:-,0
ronan,0
mathas,0
dueling,0
alyce,0
largas,0
elles,0
tree--2,0
areas-,0
player,0
aminity,0
transit(i,0
unlit,0
qarta,0
zoals,0
locke,0
niegborhood,0
qistrict,0
araya,0
arisas,0
delane,0
greets,0
rally,0
pulley,0
ones,0
tonne,0
area&location,0
️️location,0
arjan,0
acess,0
paide,0
faire,0
backdoor,0
junius,0
envisions,0
froid,0
loner,0
neighborghood,0
roofs,0
alain,0
neighburhood,0
-able,0
tallie,0
kane,0
lorain,0
guiding,0
malls,0
hawley,0
neighboroughwood,0
greay,0
neigburhood,0
neigerhood,0
hallie,0
patchs,0
blake,0
alean,0
arexa,0
annas,0
fille,0
danye,0
arame,0
docile,0
neighboorhoud,0
cathy´s,0
l'environnement,0
roads,0
builidng,0
beads,0
pleas,0
nrighbourhood,0
neighbourhood:-,0
sideway,0
rooms/,0
dorea,0
neigborhood,0
aleays,0
section,0
lokaler,0
area)in,0
pints,0
canes,0
elaine,0
anita´s,0
buzing,0
night--,0
roudy,0
calls,0
bocas,0
lanai,0
runes,0
theatres,0
jelle,0
vacatation,0
laure,0
leann,0
marieas,0
vally,0
neigbohood,0
streaky,0
matts,0
peaches,0
ladie,0
annes,0
eg.one,0
parez,0
background,0
district-,0
gaines,0
aseos,0
-great,0
night.~,0
none-,0
aromas,0
linie,0
serions,0
patés,0
vallan,0
placd,0
communial,0
reeds,0
proces,0
locals,0
pièces,0
buzzing,0
rials,0
gaelle,0
artem,0
one,0
katys,0
janee,0
patio,0
allow,0
maned,0
estricto,0
boxes,0
laget,0
phone-,0
night。=,0
homes-,0
conde,0
located--,0
layna,0
gagne,0
barca,0
waive,0
pllaced,0
bedding,0
communl,0
marja,0
dunes,0
locationof,0
pained,0
axelle,0
piéces,0
one`s,0
pates,0
neighborwood,0
kleine,0
locwtion,0
lined,0
slices,0
glade,0
paras,0
haces,0
allra,0
aéreo,0
theatre(i,0
bares,0
area(x2,0
varia,0
neighrhood,0
lanes,0
local-,0
neighourhood,0
hayley,0
great~~,0
neighbood,0
irenas,0
laufe,0
placas,0
colocations,0
karens,0
latha,0
d'option,0
tarda,0
district/,0
carla,0
maria-,0
allure,0
lagen,0
alenas,0
leave/,0
l’avez,0
environment.if,0
weeling,0
proxity,0
daras,0
zions,0
ryans,0
line,0
ratos,0
allée,0
lonis,0
nighs,0
location.(gg,0
ollie,0
communs,0
environment/,0
hihways,0
maple,0
piace,0
neighbor(s,0
morales,0
zwilling,0
environent,0
reginas,0
woods/,0
bedding--,0
tanke,0
selling,0
ale,0
path/,0
kates,0
walktway,0
varda,0
kathys,0
loves,0
close(20,0
patch,0
seine,0
strep,0
todas,0
ocasions,0
builtin,0
lanea,0
bally,0
bowes,0
money--,0
saras,0
pautas,0
lying,0
lojas,0
pareja,0
sulle,0
armosphere,0
roups,0
hane,0
dregs,0
niehborhood,0
d'aller,0
stone´s,0
plants,0
levions,0
parkway,0
locactiok,0
sland,0
vincinity,0
surronding,0
all.in,0
adres,0
dockton,0
street--,0
street!it,0
makine,0
neighdbourghood,0
place.(+-,0
fallen,0
--neighborhood,0
reaso,0
blares,0
dowstairs,0
transited,0
gardea,0
leide,0
nenes,0
location!we,0
chine,0
aereo,0
maren,0
aruba,0
locatuin,0
envionment,0
late-,0
6-unit,0
outdoors,0
plants//,0
abras,0
toads,0
buzzling,0
patchy,0
aller,0
sone,0
flake,0
lune,0
clain,0
election,0
luise,0
-valet,0
janel,0
vallejo,0
coats,0
comunico,0
atmosphère,0
all!go,0
clame,0
comuni,0
rohan,0
notion,0
lockable,0
prace,0
abroad,0
legality,0
n'hood,0
reload,0
roast,0
camine,0
steers,0
pleases,0
atras,0
arnel,0
shelling,0
binding,0
neighgoring,0
malll,0
environnement,0
moneys,0
rained,0
planets,0
place!his,0
cokes,0
ponts,0
lunita,0
closeby(i,0
stroer,0
night/,0
soles,0
marena,0
"location,2",0
environment,0
envions,0
leant,0
foxes,0
station~,0
dream,0
gayborhood,0
alans,0
oners,0
inviroment,0
soaks,0
butting,0
valuem,0
atmosfere,0
galway,0
one--,0
valla,0
balking,0
laves,0
blaise,0
eight,0
buildung,0
values,0
nieborhood,0
.place,0
townes,0
romas,0
lare,0
l'avion,0
neighborhooday,0
scone,0
localitation,0
prompty,0
aloje,0
allies,0
neightbour,0
highway-,0
angle,0
value$$,0
ankle,0
arnas,0
valle,0
caller,0
arias,0
neighbora,0
locatization,0
vicitniy,0
late(2,0
vallet,0
area.it,0
neighboor,0
naighbers,0
neighborehood,0
envirement,0
calles,0
location~,0
roda,0
neighborrood,0
watts,0
location-$8,0
graine,0
patches,0
pattes,0
tress,0
regionals,0
plantes,0
pairs,0
calls-,0
atlas,0
slace,0
neigborhhod,0
loctaion,0
fresas,0
smelling,0
rares,0
patro,0
surely,0
vocale,0
neiborhood,0
marla,0
pulsing,0
bane,0
groan,0
steet,0
crossroads,0
gaint,0
rosis,0
ladle,0
louable,0
neighborhoods,0
7line,0
starlet,0
varias,0
areas,0
marea,0
haley,0
unit-,0
farla,0
vargas,0
l'aération,0
glaner,0
dress,0
marva´s,0
neighborhodd,0
prets,0
stray,0
cords,0
nitas,0
golds,0
plies,0
place.-,0
neighnour,0
daley,0
veras,0
placesof,0
jeane,0
neighboorhoo,0
location--,0
unals,0
varas,0
gamle,0
jarda,0
locution,0
pathways,0
laje,0
neghnorhood,0
roar,0
plaids,0
moulding,0
vocals,0
landes,0
allyn,0
nadine,0
-placed,0
blaine,0
swelling,0
matchs,0
izona,0
commonly,0
shone,0
neighborbood,0
claire,0
rotation,0
moths/,0
arreu,0
neighbouroud,0
pinces,0
greg´s,0
claves,0
pleine,0
lalina,0
donas,0
moods,0
cotes,0
mayne,0
neighbouthood,0
enviornment,0
sociales,0
montes,0
flacos,0
lokale,0
alex's,0
unts,0
kally,0
nites,0
lyann,0
ponen,0
land,0
sille,0
"great,",0
aile,0
bridging,0
leans,0
jolle,0
walkaway,0
backdrops,0
bread,0
neighborough,0
harel,0
locatedin,0
sunburns,0
lotion,0
naighbourhood,0
placr,0
againe,0
adress,0
great.^,0
called,0
marley,0
faille,0
poses,0
location--2,0
kara´s,0
preis,0
parks,0
locales,0
delving,0
buone,0
mclane,0
yonas,0
danae,0
muits,0
retiens,0
tulley,0
vacations,0
patas,0
treks,0
arika,0
location-10,0
plane,0
lente,0
llocation,0
unit---,0
-pacha,0
done-,0
vane,0
larina,0
d'environ,0
leave,0
5-places,0
creats,0
brefs,0
communitive,0
vacationy,0
ivone,0
neuighborhood,0
marta,0
all!i,0
bucking,0
arnes,0
placem,0
aveva,0
arrea,0
alena,0
sociale,0
ally,0
poetion,0
neighborhoıd,0
taint,0
socials,0
vomes,0
latex,0
lavée,0
neighbourwood,0
proxi.ity,0
donne,0
rainer,0
burping,0
"pat""s",0
there(-,0
rates,0
athos,0
hones,0
plazas,0
destination.a,0
environmentis,0
place:++,0
lokal,0
lage,0
leave!,0
bilocale,0
neightbourood,0
alana,0
blazes,0
neighbo,0
unfit,0
thearly,0
-value,0
allés,0
-sheets,0
hailey,0
foods--,0
airen,0
laced,0
destinazioni,0
environments,0
neigbourhooods,0
farley,0
-arpee,0
saide,0
placewe,0
line7,0
alane,0
able--,0
blades,0
neibours,0
"place),so",0
ruling,0
sheet,0
mofad,0
bornes,0
katha,0
height-,0
aceras,0
ellie,0
talbe,0
yrlane,0
razones,0
donts,0
•.great,0
folds,0
communiting,0
eared,0
lunge,0
line-,0
bouldin,0
localize,0
balled,0
munites,0
gallery,0
neighbor-,0
socal,0
alden,0
modes,0
great.️,0
lated,0
telle,0
fiction,0
outsoor,0
arden,0
karma,0
false,0
theate,0
cleane,0
valves,0
valde,0
commuinty,0
armed,0
locatoin,0
amena,0
streams,0
suburbin,0
logal,0
neighborhoud,0
narda,0
localed,0
platess,0
suburb,0
cielling,0
.bonne,0
maxine,0
jared´s,0
fared,0
loyal,0
onone,0
lavei,0
"location,",0
inane,0
llame,0
morals,0
blaze,0
delle,0
bains,0
partes,0
galla,0
línea,0
aerei,0
plaze,0
distirct,0
jarek,0
planen,0
leave-,0
fylle,0
atmosphere,0
bread---,0
arses,0
foals,0
dtret,0
jayne,0
weigh,0
bones,0
plage,0
️great,0
faige,0
trees,0
zonde,0
codes,0
nyone,0
distincts,0
neighborhoid,0
sweets,0
zone3,0
surrond,0
llaves,0
anexa,0
sourround,0
clone,0
halfway-,0
farkas,0
afwas,0
maine,0
late,0
detract,0
are),0
dream-,0
farle,0
plater,0
brews,0
locatio,0
langer,0
region,0
rainy-,0
neighboord,0
flocation,0
blinding,0
baecation,0
vollen,0
spats,0
comodity,0
daria,0
dallo,0
d'elle,0
stereo,0
marka,0
pane,0
lense,0
diatrict,0
"area,1",0
cared,0
location!10,0
cared-,0
tony‘s,0
ariel,0
brine,0
zaina,0
buring,0
/there,0
carers,0
streiks,0
raina,0
lokation,0
baren,0
downstairs-,0
ones),0
thara,0
faria,0
hotes,0
laying,0
neighborhood/,0
halls,0
lagde,0
tweet,0
locatioan,0
tante,0
lani,0
place/,0
closy,0
rock´s,0
lampe,0
neighboughood,0
strette,0
zooms,0
brea,0
laze,0
sørget,0
religions,0
nomads,0
lucine,0
flare,0
amits,0
allein,0
placeres,0
street/,0
aerea,0
latina,0
locating,0
night,0
localise,0
lunes,0
neighbord,0
nance,0
eline,0
ganze,0
frees,0
dyane,0
plaire,0
aless,0
payne,0
crone,0
laisse,0
walls/,0
allem,0
-large,0
halley,0
funding,0
šárka,0
yonis,0
fredas,0
torne,0
board,0
locatiob,0
helane,0
location‘s,0
location(5,0
ozone,0
locks-,0
ammunities,0
neigbour,0
strret,0
lines-,0
traces,0
anne‘s,0
bonus,0
foods/,0
vores,0
doane,0
voller,0
proximaty,0
closer,0
alesa,0
albie,0
floatation,0
environment。so,0
cunita,0
bathr,0
slainte,0
fone,0
location(close,0
bonne,0
communes,0
aloe,0
allí,0
atmosphäre,0
momcation,0
tocaron,0
area.i,0
walling,0
danie,0
lockless,0
cabine,0
barer,0
pulling,0
atea,0
2-line,0
areas--,0
surburb,0
regional,0
late/.,0
flames,0
trees-,0
areais,0
daine,0
geine,0
startet,0
area.by,0
closes,0
budging,0
unici,0
environmnet,0
laye,0
/street,0
yelling,0
building/,0
sores,0
money-,0
wines,0
lates,0
alive,0
nabrehood,0
neighbors,0
placent,0
maite,0
neighbourhood.and,0
conos,0
punita,0
goals,0
liaise,0
sara'a,0
greats,0
moles,0
breast,0
pasea,0
callo,0
ealse,0
locarion,0
placе,0
there,0
neughbourhood,0
marta‘s,0
placée,0
oreos,0
value,0
faint,0
environmet,0
roney,0
rolle,0
arebu,0
thlocation,0
wayn'e,0
done~,0
preis-,0
neighborhoord,0
airer,0
neighbrhood,0
theresa,0
welling,0
roval,0
occasion,0
gone,0
niets,0
dwaine,0
place!i,0
daren´s,0
auroa,0
neighhood,0
eagle,0
suits,0
pater,0
bulldog,0
eliane,0
placed,0
agrega,0
poace,0
groans,0
sergey,0
neiberhood,0
-located,0
reads,0
uniqe,0
jasne,0
frias,0
woods,0
parth,0
flate,0
jarra,0
there?,0
vicinity-,0
buikding,0
lanny,0
brad‘s,0
build,0
later-,0
decals,0
