word,freq,is_it_safe,describing_neighborhood
soco heart,6,-1,-1
wonderfully,6,-1,-1
your clothes,6,-1,-1
river trails,6,-1,-1
commute ideal,6,-1,-1
unexpected,6,-1,-1
fun lots,6,-1,-1
pick,6,-1,-1
walking st distance,6,-1,-1
this is,6,-1,-1
night walk safe,6,1,-1
strongly,6,-1,-1
grand,6,-1,-1
our conference,6,-1,-1
airport min,6,-1,-1
you had,6,-1,-1
buildings full,6,-1,-1
common close,6,-1,-1
great convenient,6,-1,-1
!airport far,6,-1,-1
very easy getting,6,-1,-1
trash,6,-1,-1
great very subway close,6,-1,-1
that perfect,6,-1,-1
aspects one,6,-1,-1
pike,6,-1,-1
us welcome feel,6,-1,-1
many convenient,6,-1,-1
great just short station walk,6,-1,-1
commute great,6,-1,-1
even it was,6,-1,-1
easy transport,6,-1,-1
much more,6,-1,-1
nice quite street,6,-1,-1
very annoying,6,-1,-1
!that safe,6,2,-1
very nice place,6,-1,-1
walking congress distance,6,-1,-1
short places ride,6,-1,-1
empty,6,-1,-1
my dog,6,-1,-1
great lovely neighborhood,6,-1,-1
natick,6,-1,-1
neighbourhood heart,6,-1,-1
tourists ideal,6,-1,-1
super square convenient,6,-1,-1
example,6,-1,-1
easy walking everything distance,6,-1,-1
safe parking,6,1,-1
really handy,6,-1,-1
parking good,6,-1,-1
really line close,6,-1,-1
you be need,6,-1,-1
really busy,6,-1,-1
very number close,6,-1,-1
bunch close,6,-1,-1
!you visiting,6,-1,-1
perfect super everything close,6,-1,-1
ticket,6,-1,-1
his neighborhood,6,-1,-1
which we looking is,6,-1,-1
!more beautiful,6,-1,-1
!explore,6,-1,-1
being excellent,6,-1,-1
things good,6,-1,-1
easy reach,6,-1,-1
fun vibe,6,-1,-1
very visitors convenient,6,-1,-1
immediate neighbourhood,6,-1,-1
cops,6,-1,-1
great very line close,6,-1,-1
what makes,6,-1,-1
everything fantastic,6,-1,-1
pickup,6,-1,-1
nondescript,6,-1,-1
only shops walk,6,-1,-1
classic austin,6,-1,-1
historic neighborhood,6,-1,-1
even,6,-1,-1
layout,6,-1,-1
everything close be,6,-1,-1
pretty secluded,6,-1,-1
one heart,6,-1,-1
all get,6,-1,-1
exceptionally quiet,6,-1,-1
lot away,6,-1,-1
corner station,6,-1,-1
acres,6,-1,-1
unrivaled,6,-1,-1
reunion,6,-1,-1
!very attractive,6,-1,-1
longwood medical area,6,-1,-1
very lots central,6,-1,-1
ghetto,6,-1,-1
accurately,6,-1,-1
part quiet,6,-1,-1
restroom,6,-1,-1
destinations most,6,-1,-1
out stay,6,-1,-1
shopping minutes,6,-1,-1
nice places lots,6,-1,-1
little gritty,6,-1,-1
small kitchen,6,-1,-1
just short area walk,6,-1,-1
cats,6,-1,-1
restaurants nearby lot,6,-1,-1
almost anything,6,-1,-1
places prime,6,-1,-1
places far,6,-1,-1
sunshine,6,-1,-1
less expensive,6,-1,-1
boston stops,6,-1,-1
durham,6,-1,-1
super t close,6,-1,-1
bars some,6,-1,-1
whole place,6,-1,-1
common steps,6,-1,-1
somewhat rundown,6,-1,-1
festivities,6,-1,-1
great quiet area,6,-1,-1
many different places,6,-1,-1
stop block,6,-1,-1
great walking square distance,6,-1,-1
super t convenient,6,-1,-1
perfect austin location,6,-1,-1
close things proximity,6,-1,-1
smooth,6,-1,-1
easy train access,6,-1,-1
all walk,6,-1,-1
good eats,6,-1,-1
it perfect location,6,-1,-1
short transit walk,6,-1,-1
little seedy,6,2,-1
errands,6,-1,-1
you middle be want,6,-1,-1
minutes distance,6,-1,-1
food access,6,-1,-1
narrow streets,6,-1,-1
amazing-,6,-1,-1
spaces plenty,6,-1,-1
incredibly downtown convenient,6,-1,-1
95,6,-1,-1
we area have,6,-1,-1
real gem,6,-1,-1
!as we expecting walkable,6,-1,-1
too kids safely walk busy,6,1,-1
stuff tons,6,-1,-1
lot accessible,6,-1,-1
far south,6,-1,-1
true area,6,-1,-1
job,6,-1,-1
necessary,6,-1,-1
light sleeper,6,-1,-1
wonderful places,6,-1,-1
other city areas,6,-1,-1
pretty suburban,6,-1,-1
food places,6,-1,-1
very quiet suburban neighborhood,6,-1,-1
it reach easy,6,-1,-1
surrounding neighborhood,6,-1,-1
area excellent,6,-1,-1
tracks,6,-1,-1
us take,6,-1,-1
ut convenient,6,-1,-1
anything access,6,-1,-1
lots good,6,-1,-1
few places,6,-1,-1
mit great,6,-1,-1
neighborhood was,6,-1,-1
great supermarket,6,-1,-1
easily highways accessible,6,-1,-1
pretty lot close,6,-1,-1
boston places,6,-1,-1
snack,6,-1,-1
only downside,6,-1,-1
!access,6,-1,-1
our rental car,6,-1,-1
beautiful neighborhood street,6,-1,-1
shops blocks,6,-1,-1
transit away,6,-1,-1
trouble,6,-1,-1
!best area,6,-1,-1
paths plenty,6,-1,-1
quiet access street,6,-1,-1
very enjoyable stay,6,-1,-1
congress shopping,6,-1,-1
all friendly,6,-1,-1
seating,6,-1,-1
outdoor space,6,-1,-1
activities lot,6,-1,-1
accessing,6,-1,-1
nearby park,6,-1,-1
surrounding as well areas,6,-1,-1
same address,6,-1,-1
quick neighborhoods ride,6,-1,-1
our area,6,-1,-1
great restaurants selection,6,-1,-1
buildings one,6,-1,-1
great equipment,6,-1,-1
sites central,5,-1,-1
too close,5,-1,-1
sleepy,5,-1,-1
salem convenient,5,-1,-1
very many walkable,5,-1,-1
meeting,5,-1,-1
anywhere we go wanted,5,-1,-1
just enough everything close,5,-1,-1
shade,5,-1,-1
bedtime,5,-1,-1
right location,5,-1,-1
areas great,5,-1,-1
great trucks,5,-1,-1
all nearby,5,-1,-1
which gives,5,-1,-1
easy shops walk,5,-1,-1
as well wonderful,5,-1,-1
thoroughfare,5,-1,-1
easy park access,5,-1,-1
it middle,5,-1,-1
disgusting,5,-1,-1
read,5,-1,-1
needs fantastic,5,-1,-1
quick minute,5,-1,-1
anywhere go,5,-1,-1
!elevators,5,-1,-1
!traffic lot,5,-1,-1
perfect close,5,-1,-1
very desirable,5,-1,-1
their garbage,5,-1,-1
so much charm,5,-1,-1
flood,5,-1,-1
way park,5,-1,-1
we town marathon were,5,-1,-1
!quality,5,-1,-1
seeing perfect,5,-1,-1
small group,5,-1,-1
little desolate,5,-1,-1
quick boston drive,5,-1,-1
city history,5,-1,-1
tram,5,-1,-1
!anymore,5,-1,-1
so subway close,5,-1,-1
place sort,5,-1,-1
shops access,5,-1,-1
let,5,-1,-1
!exactly,5,-1,-1
pleasant walk,5,-1,-1
!very noisy,5,-1,-1
quick city ride,5,-1,-1
great walking everything distance,5,-1,-1
even described better,5,-1,-1
second,5,-1,-1
very lot convenient,5,-1,-1
bottled water,5,-1,-1
just short distance,5,-1,-1
soco walk,5,-1,-1
ipswich,5,-1,-1
very plymouth convenient,5,-1,-1
front porch,5,-1,-1
you walking,5,-1,-1
set,5,-1,-1
quite close,5,-1,-1
mode,5,-1,-1
little confusing,5,-1,-1
little hit,5,-1,-1
city everything,5,-1,-1
very sightseeing convenient,5,-1,-1
cape cod,5,-1,-1
boston parts,5,-1,-1
variety,5,-1,-1
busy boston part,5,-1,-1
excellent value,5,-1,-1
other rooms,5,-1,-1
any more perfect,5,-1,-1
many locations,5,-1,-1
your things,5,-1,-1
very mit convenient,5,-1,-1
locations get,5,-1,-1
email,5,-1,-1
few good restaurants,5,-1,-1
plenty walking,5,-1,-1
sink,5,-1,-1
!correct,5,-1,-1
minimum,5,-1,-1
same price,5,-1,-1
very fun area,5,-1,-1
still being,5,-1,-1
sheets,5,-1,-1
garbage,5,-1,-1
just airport minutes,5,-1,-1
honest,5,-1,-1
you austin are,5,-1,-1
many bars,5,-1,-1
our short stay,5,-1,-1
beaches close,5,-1,-1
harvard middle,5,-1,-1
only good thing,5,-1,-1
ft,5,-1,-1
salem all,5,-1,-1
center outside,5,-1,-1
bars couple,5,-1,-1
!case,5,-1,-1
apparent,5,-1,-1
tourist,5,-1,-1
good minutes,5,-1,-1
super simple,5,-1,-1
simply unbeatable,5,-1,-1
straight,5,-1,-1
centrally,5,-1,-1
purposes convenient,5,-1,-1
parking excellent,5,-1,-1
jog,5,-1,-1
lots central,5,-1,-1
too safe,5,2,-1
conditioner,5,-1,-1
amenities distance,5,-1,-1
rough side,5,-1,-1
ground,5,-1,-1
it t close is,5,-1,-1
satisfied,5,-1,-1
!tourist,5,-1,-1
easy fenway walk,5,-1,-1
views great,5,-1,-1
great everything location,5,-1,-1
public transportations,5,-1,-1
super awesome,5,-1,-1
davis,5,-1,-1
town walk,5,-1,-1
you visit,5,-1,-1
whole time,5,-1,-1
everything walk,5,-1,-1
hotels,5,-1,-1
very walk convenient,5,-1,-1
totally fine,5,-1,-1
!end,5,-1,-1
stocked,5,-1,-1
trick,5,-1,-1
easy t. access,5,-1,-1
poor,5,-1,-1
mins station walk,5,-1,-1
much convenient,5,-1,-1
area situated,5,-1,-1
amazing spot,5,-1,-1
short university walk,5,-1,-1
lyft uber,5,-1,-1
dirt,5,-1,-1
!neighbourhood,5,-1,-1
!happy,5,-1,-1
short attractions ride,5,-1,-1
mit perfect,5,-1,-1
short station away walk,5,-1,-1
our luggage,5,-1,-1
house is,5,-1,-1
portsmouth drive,5,-1,-1
very quick drive,5,-1,-1
so loud,5,-1,-1
boston way,5,-1,-1
exactly listing described,5,-1,-1
very save,5,-1,-1
it very quiet is,5,-1,-1
neighborhoods close,5,-1,-1
really bad,5,-1,-1
!everyone,5,-1,-1
quite secure,5,1,-1
night later,5,-1,-1
n’t bad,5,-1,-1
busy main road,5,-1,-1
absolutely excellent,5,-1,-1
purposes good,5,-1,-1
you game going,5,-1,-1
great easy street walk,5,-1,-1
level windows,5,-1,-1
ensure,5,-1,-1
americas circuit,5,-1,-1
parties,5,-1,-1
truly perfect,5,-1,-1
central boston areas,5,-1,-1
splendid,5,-1,-1
enjoyment,5,-1,-1
distant,5,-1,-1
fantastic place,5,-1,-1
little strange,5,-1,-1
establishments,5,-1,-1
nice view,5,-1,-1
all walkable,5,-1,-1
!safe area,5,2,-1
just ok,5,-1,-1
maker,5,-1,-1
commons walk,5,-1,-1
little bit,5,-1,-1
easy metro access,5,-1,-1
very cambridge convenient,5,-1,-1
much traffic,5,-1,-1
visit good,5,-1,-1
historic salem,5,-1,-1
very respectful,5,-1,-1
university away,5,-1,-1
boston car minutes,5,-1,-1
place worth,5,-1,-1
relaxing perfect,5,-1,-1
just needs right,5,-1,-1
paradise,5,-1,-1
amazing food,5,-1,-1
quiet restaurants distance,5,-1,-1
!end heart,5,-1,-1
very travelers convenient,5,-1,-1
marijuana,5,-1,-1
quiet time,5,-1,-1
very park convenient,5,-1,-1
dorm,5,-1,-1
ocean away,5,-1,-1
boston anywhere get easy,5,-1,-1
fantastic area,5,-1,-1
negatives,5,-1,-1
quintessential,5,-1,-1
city great,5,-1,-1
pretty active,5,-1,-1
michael,5,-1,-1
very salem convenient,5,-1,-1
pleasant environment,5,-1,-1
only short stop walk,5,-1,-1
access central,5,-1,-1
train accessible,5,-1,-1
hot days,5,-1,-1
really responsive,5,-1,-1
!amenities,5,-1,-1
town away,5,-1,-1
we doing,5,-1,-1
middle dab,5,-1,-1
many boston parts,5,-1,-1
child,5,-1,-1
just fabulous,5,-1,-1
sidewalks picked,5,-1,-1
just short congress walk,5,-1,-1
people group,5,-1,-1
short all walk,5,-1,-1
parade,5,-1,-1
great transit close,5,-1,-1
character alot,5,-1,-1
great option,5,-1,-1
very spots close,5,-1,-1
great character,5,-1,-1
cordial,5,-1,-1
buildings lots,5,-1,-1
which me important was,5,-1,-1
overall quiet,5,-1,-1
walk nice,5,-1,-1
quite interesting,5,-1,-1
walking yard distance,5,-1,-1
minute t walk,5,-1,-1
very centrally located,5,-1,-1
excellent base,5,-1,-1
!prettiest,5,-1,-1
very college convenient,5,-1,-1
quick everything drive,5,-1,-1
my plans,5,-1,-1
aquarium,5,-1,-1
nice located,5,-1,-1
lot excellent,5,-1,-1
drivers,5,-1,-1
neighborhood bars,5,-1,-1
steal,5,-1,-1
ceiling,5,-1,-1
gravel,5,-1,-1
very quit,5,-1,-1
fairly close,5,-1,-1
especially you walk like,5,-1,-1
town night,5,-1,-1
tranquility,5,-1,-1
activities ideal,5,-1,-1
perfect proximity,5,-1,-1
area separate,5,-1,-1
great pool,5,-1,-1
you explore plan,5,-1,-1
surprisingly peaceful,5,-1,-1
city quiet,5,-1,-1
entire night,5,-1,-1
easy center access,5,-1,-1
convenient parking,5,-1,-1
great very square close,5,-1,-1
everything get,5,-1,-1
realized,5,-1,-1
modest,5,-1,-1
kitchenette,5,-1,-1
walking bus distance,5,-1,-1
exquisite,5,-1,-1
considerate,5,-1,-1
friday,5,-1,-1
breakfast perfect,5,-1,-1
lines convenient,5,-1,-1
grabbing,5,-1,-1
simply great,5,-1,-1
new be,5,-1,-1
we hoped,5,-1,-1
truly wonderful,5,-1,-1
safety terms,5,-1,-1
restaurants walk easy,5,-1,-1
downtown road,5,-1,-1
upkeep,5,-1,-1
your priority,5,-1,-1
drive easy,5,-1,-1
walking common distance,5,-1,-1
tourism,5,-1,-1
!so you restaurants lacking,5,-1,-1
its best,5,-1,-1
it thick,5,-1,-1
major area attractions,5,-1,-1
very visit good,5,-1,-1
just adorable,5,-1,-1
just ride,5,-1,-1
nice places neighborhood,5,-1,-1
so access convenient,5,-1,-1
!better spot,5,-1,-1
straight downtown,5,-1,-1
perfect point,5,-1,-1
great shop,5,-1,-1
residential brookline neighborhood,5,-1,-1
here again stay,5,-1,-1
places friendly,5,-1,-1
generous,5,-1,-1
purpose,5,-1,-1
us relax,5,-1,-1
great minutes station walk,5,-1,-1
pretty much anything,5,-1,-1
ave close,5,-1,-1
desired,5,-1,-1
stop front,5,-1,-1
great transport close,5,-1,-1
very t. convenient,5,-1,-1
transportation terms,5,-1,-1
right commons next,5,-1,-1
min station walk,5,-1,-1
fantastic places,5,-1,-1
event great,5,-1,-1
being great,5,-1,-1
stores distance,5,-1,-1
great point jumping,5,-1,-1
pond close,5,-1,-1
easy line access,5,-1,-1
little time,5,-1,-1
beautiful one,5,-1,-1
secluded feel,5,-1,-1
ferry,5,-1,-1
imo,5,-1,-1
very best,5,-1,-1
area walk able,5,-1,-1
arrangements,5,-1,-1
particularly convenient,5,-1,-1
cafes lot,5,-1,-1
restaurants accessible,5,-1,-1
!happier,5,-1,-1
people number,5,-1,-1
galleries,5,-1,-1
great sleeping,5,-1,-1
very affordable,5,-1,-1
great security,5,-1,-1
quiet feeling,5,-1,-1
very bunch close,5,-1,-1
toilet,5,-1,-1
harbor close,5,-1,-1
it see easy,5,-1,-1
peaceful stay,5,-1,-1
experience ideal,5,-1,-1
restaurants beautiful,5,-1,-1
theaters,5,-1,-1
super host,5,-1,-1
navigate hard,5,-1,-1
water away,5,-1,-1
great sleep,5,-1,-1
n,5,-1,-1
it station close is,5,-1,-1
marsh,5,-1,-1
accessibility terms,5,-1,-1
access superb,5,-1,-1
just blocks restaurants couple,5,-1,-1
stores full,5,-1,-1
neighborhood being,5,-1,-1
us- perfect,5,-1,-1
your room,5,-1,-1
great getaway,5,-1,-1
!means,5,-1,-1
cool neighborhood,5,-1,-1
pool access,5,-1,-1
heb,5,-1,-1
enough downtown walk close,5,-1,-1
incredibly clean,5,-1,-1
very cambridge close,5,-1,-1
best close,5,-1,-1
pretty safe neighborhood,5,-1,-1
you traveling,5,-1,-1
perfect restaurants distance,5,-1,-1
rather small,5,-1,-1
from,5,-1,-1
only short austin drive,5,-1,-1
wheelchair,5,-1,-1
perfect walking downtown distance,5,-1,-1
!great neighborhood,5,-1,-1
parts away,5,-1,-1
groups,5,-1,-1
as well convenient,5,-1,-1
appointed,5,-1,-1
very some convenient,5,-1,-1
access close,5,-1,-1
very action convenient,5,-1,-1
!so great,5,-1,-1
furnishings,5,-1,-1
very clean room,5,-1,-1
limited,5,-1,-1
when you need,5,-1,-1
easy downtown uber,5,-1,-1
homes lovely,5,-1,-1
fix,5,-1,-1
next morning,5,-1,-1
doable,5,-1,-1
needs terrific,5,-1,-1
st distance,5,-1,-1
incredibly central,5,-1,-1
bites,5,-1,-1
equally great,5,-1,-1
town great,5,-1,-1
quick areas ride,5,-1,-1
almost perfect,5,-1,-1
decently,5,-1,-1
dump,5,-1,-1
boston while,5,-1,-1
right near,5,-1,-1
alot,5,-1,-1
perfect balance,5,-1,-1
too cute,5,-1,-1
ect,5,-1,-1
austin accessible,5,-1,-1
appartement,5,-1,-1
nearly perfect,5,-1,-1
pretty boston close,5,-1,-1
congress great,5,-1,-1
places some,5,-1,-1
small side,5,-1,-1
as well explore,5,-1,-1
about harvard walk,5,-1,-1
conveniently downtown close,5,-1,-1
really nice touch,5,-1,-1
short everything distance,5,-1,-1
close harvard proximity,5,-1,-1
!we expecting,5,-1,-1
really lively,5,-1,-1
it everywhere get easy,5,-1,-1
very shopping convenient,5,-1,-1
super trip convenient,5,-1,-1
pretty cute,5,-1,-1
views perfect,5,-1,-1
unbeatable-,5,-1,-1
spots walkable,5,-1,-1
elementary school,5,-1,-1
park blocks,5,-1,-1
activities any,5,-1,-1
farther away,5,-1,-1
concerned,5,-1,-1
totally,5,-1,-1
austin nightlife,5,-1,-1
life away,5,-1,-1
larger,5,-1,-1
2am,5,-1,-1
perfect very downtown close,5,-1,-1
spent,5,-1,-1
anything drive,5,-1,-1
incredibly ideal,5,-1,-1
everything ride,5,-1,-1
mfa,5,-1,-1
brownstone,5,-1,-1
good vibe,5,-1,-1
spots get,5,-1,-1
quick town drive,5,-1,-1
only short street walk,5,-1,-1
easy town access,5,-1,-1
we liked,5,-1,-1
laps,5,-1,-1
quiet suburb,5,-1,-1
only street walk,5,-1,-1
little cleaner,5,-1,-1
only short restaurants drive,5,-1,-1
lake access,5,-1,-1
crowds away,5,-1,-1
recommendations lots,5,-1,-1
restaurants walk perfect,5,-1,-1
equipment,5,-1,-1
it great place,5,-1,-1
great austin close,5,-1,-1
center proximity,5,-1,-1
pretty sweet,5,-1,-1
pretty easily,5,-1,-1
easy bars access,5,-1,-1
lake view,5,-1,-1
!downtown walkable,5,-1,-1
long exploring day,5,-1,-1
offering,5,-1,-1
pluses,5,-1,-1
short everything ride,5,-1,-1
parts some,5,-1,-1
amazingly quiet,5,-1,-1
much older,5,-1,-1
it middle is,5,-1,-1
close restaurants,5,-1,-1
everywhere else,5,-1,-1
11th,5,-1,-1
freeway convenient,5,-1,-1
enough access close,5,-1,-1
great very quiet neighborhood,5,-1,-1
include,5,-1,-1
!worry,5,-1,-1
number distance,5,-1,-1
you do,5,-1,-1
long walks,5,-1,-1
many distance,5,-1,-1
upgrade,5,-1,-1
great very congress close,5,-1,-1
convenient places,5,-1,-1
joes,5,-1,-1
quick park access,5,-1,-1
only about downtown ride,5,-1,-1
austin easy getting,5,-1,-1
challenging,5,-1,-1
honestly,5,-1,-1
sxsw great,5,-1,-1
great so easy,5,-1,-1
residents weekdays area limit,5,-1,-1
convenient place,5,-1,-1
so attractions close,5,-1,-1
classy,5,-1,-1
apartment located,5,-1,-1
wooded area,5,-1,-1
congress walkable,5,-1,-1
easily downtown,5,-1,-1
privacy plenty,5,-1,-1
heavy traffic,5,-1,-1
!bars,5,-1,-1
situation,5,-1,-1
many central,5,-1,-1
stories,5,-1,-1
reach perfect,5,-1,-1
airport near,5,-1,-1
great distance places,5,-1,-1
sxsw unbeatable,5,-1,-1
amazing city,5,-1,-1
beautiful architecture,5,-1,-1
very calming,5,-1,-1
many spots,5,-1,-1
new development,5,-1,-1
eats distance,5,-1,-1
left,5,-1,-1
super relaxing,5,-1,-1
ideal base,5,-1,-1
station great,5,-1,-1
understanding,5,-1,-1
further downtown away,5,-1,-1
kinds close,5,-1,-1
comfortable space,5,-1,-1
somewhat,5,-1,-1
restaurants around lots,5,-1,-1
right beach across,5,-1,-1
austin-,5,-1,-1
12,5,-1,-1
salem visit,5,-1,-1
nice downtown walk,5,-1,-1
awesome view,5,-1,-1
mi,5,-1,-1
little dodgy,5,2,-1
fantasic,5,-1,-1
paths access,5,-1,-1
right church next,5,-1,-1
away uber,5,-1,-1
quick austin ride,5,-1,-1
booking,5,-1,-1
many great,5,-1,-1
parking lots,5,-1,-1
easy lines access,5,-1,-1
perfect quiet street,5,-1,-1
eat drink,5,-1,-1
very tons central,5,-1,-1
!walking areas distance,5,-1,-1
you needed,5,-1,-1
hot spots,5,-1,-1
awesome amenities,5,-1,-1
we street walked,5,-1,-1
other attractions,5,-1,-1
common block,5,-1,-1
few hours,5,-1,-1
back day come,5,-1,-1
blue line,5,-1,-1
very some close,5,-1,-1
very city accessible,5,-1,-1
!quite,5,-1,-1
lots away,5,-1,-1
super congress close,5,-1,-1
just excellent,5,-1,-1
so neat,5,-1,-1
absolutely quiet,5,-1,-1
conference distance,5,-1,-1
you where go want,5,-1,-1
distance superb,5,-1,-1
perfectly clean,5,-1,-1
excursions,5,-1,-1
minute subway walk,5,-1,-1
very airport get easy,5,-1,-1
long walk,5,-1,-1
perfect easy,5,-1,-1
harvard great,5,-1,-1
great deal,5,-1,-1
me very welcome feel,5,-1,-1
strip close,5,-1,-1
town get easy,5,-1,-1
location perfect,5,-1,-1
space lot,5,-1,-1
dozens,5,-1,-1
perfect very shops close,5,-1,-1
it very get easy,5,-1,-1
used,5,-1,-1
stores plenty,5,-1,-1
tasty restaurants,5,-1,-1
still walking,5,-1,-1
unkempt,5,-1,-1
us comfortable feel,5,-1,-1
quick uber away ride,5,-1,-1
rules,5,-1,-1
very noise quiet,5,-1,-1
courtyard,5,-1,-1
nice gym,5,-1,-1
!all far,5,-1,-1
our things,5,-1,-1
staircase,5,-1,-1
excellent very central,5,-1,-1
super communicate easy,5,-1,-1
perfect walk,5,-1,-1
restaurants handful,5,-1,-1
my sister,5,-1,-1
center near,5,-1,-1
features,5,-1,-1
very shopping close,5,-1,-1
very stay convenient,5,-1,-1
great mit close,5,-1,-1
too much,5,-1,-1
diner,5,-1,-1
so all close,5,-1,-1
store minutes,5,-1,-1
especially good,5,-1,-1
awesome restaurants,5,-1,-1
elegant,5,-1,-1
walking variety distance,5,-1,-1
it restaurants close is,5,-1,-1
hotspots,5,-1,-1
walking tons distance,5,-1,-1
austin go,5,-1,-1
$,5,-1,-1
great easy restaurants access,5,-1,-1
rainey street,5,-1,-1
highly desirable,5,-1,-1
you expect,5,-1,-1
take able,5,-1,-1
super secure,5,1,-1
!too far downtown away,5,-1,-1
very convienent,5,-1,-1
stay fantastic,5,-1,-1
museum close,5,-1,-1
amazingly everything close,5,-1,-1
monument,5,-1,-1
incomparable,5,-1,-1
easy exploring,5,-1,-1
greater boston,5,-1,-1
several great places,5,-1,-1
t great,5,-1,-1
!justice,5,-1,-1
walkers great,5,-1,-1
i have,5,-1,-1
super welcoming,5,-1,-1
really convinient,5,-1,-1
lovely houses,5,-1,-1
salem sites,5,-1,-1
easy things access,5,-1,-1
you right,5,-1,-1
holly,5,-1,-1
jamaica,5,-1,-1
only uber,5,-1,-1
golden,5,-1,-1
!downtown middle,5,-1,-1
boston history,5,-1,-1
!most convenient,5,-1,-1
happening area,5,-1,-1
surreal,5,-1,-1
definite,5,-1,-1
very shops convenient,5,-1,-1
wimberley minutes,5,-1,-1
very dated,5,-1,-1
perfect host,5,-1,-1
great community,5,-1,-1
quite downtown close,5,-1,-1
travelers great,5,-1,-1
great very quiet area,5,-1,-1
hikes,5,-1,-1
your family,5,-1,-1
only line walk,5,-1,-1
cards,5,-1,-1
super airport convenient,5,-1,-1
!uber,5,-1,-1
wonderfull,5,-1,-1
eateries plenty,5,-1,-1
nice feature,5,-1,-1
nice residential street,5,-1,-1
great be,5,-1,-1
!much further,5,-1,-1
purposes ideal,5,-1,-1
you drive,5,-1,-1
so boston convenient,5,-1,-1
great restaurants lots,5,-1,-1
very parking safe,5,1,-1
her guests,5,-1,-1
great transportation access,5,-1,-1
nice shops,5,-1,-1
great lot distance,5,-1,-1
conference ideal,5,-1,-1
golf,5,-1,-1
spots minutes,5,-1,-1
occasionally,5,-1,-1
purpose great,5,-1,-1
mit campus,5,-1,-1
just area outside,5,-1,-1
homes quiet,5,-1,-1
walking shopping distance,5,-1,-1
short town walk,5,-1,-1
!very vibrant,5,-1,-1
isolated,5,-1,-1
great trip,5,-1,-1
well appointed,5,-1,-1
behind,5,-1,-1
enough convenient,5,-1,-1
stay most,5,-1,-1
enough places walk close,5,-1,-1
just short away walk,5,-1,-1
very quick,5,-1,-1
!subway far,5,-1,-1
!we were,5,-1,-1
longer walk,5,-1,-1
amazingly beautiful,5,-1,-1
parking convenient,5,-1,-1
awesome spot,5,-1,-1
!our austin stay,5,-1,-1
conventions,5,-1,-1
easy destinations access,5,-1,-1
good-,5,-1,-1
walking stations distance,5,-1,-1
short stops walk,5,-1,-1
perfect walking shops distance,5,-1,-1
easily by accessible,5,-1,-1
very good area,5,-1,-1
hub,5,-1,-1
we visited,5,-1,-1
bus downtown minutes,5,-1,-1
park minutes,5,-1,-1
somewhat loud,5,-1,-1
very fenway close,5,-1,-1
boston part,5,-1,-1
your austin visit,5,-1,-1
t stop,5,-1,-1
his apartment,5,-1,-1
greenery lots,5,-1,-1
lots fantastic,5,-1,-1
unique shops,5,-1,-1
incl,5,-1,-1
night navigate difficult,5,-1,-1
easy shopping access,5,-1,-1
tub,5,-1,-1
!concerns,5,-1,-1
fruit,5,-1,-1
major development,5,-1,-1
amenities perfect,5,-1,-1
easy eateries access,5,-1,-1
just short everything drive,5,-1,-1
very parts convenient,5,-1,-1
entertaining great,5,-1,-1
station street,5,-1,-1
landmarks,5,-1,-1
house back,5,-1,-1
lovely host,5,-1,-1
it downtown close 's,5,-1,-1
months,5,-1,-1
strong,5,-1,-1
where there are,5,-1,-1
thoughtful touches,5,-1,-1
lovely way,5,-1,-1
me get,5,-1,-1
very quiet environment,5,-1,-1
7,5,-1,-1
!sketchy,5,1,-1
kid,5,-1,-1
busyness away,5,-1,-1
special treat,5,-1,-1
rather nice,5,-1,-1
very activities central,5,-1,-1
front stop,5,-1,-1
visits great,5,-1,-1
perfect access spot,5,-1,-1
only short station walk,5,-1,-1
bus walk,5,-1,-1
lovely park,5,-1,-1
unnerving,5,-1,-1
super park close,5,-1,-1
little shabby,5,2,-1
ut campus,5,-1,-1
family friendly neighborhood,5,-1,-1
easily transit accessible,5,-1,-1
dead,5,-1,-1
totally walkable,5,-1,-1
quiet residential one,5,-1,-1
biggest positive,5,-1,-1
just best,5,-1,-1
very metro convenient,5,-1,-1
fenway away,5,-1,-1
nice-,5,-1,-1
rate,5,-1,-1
right stop next great,5,-1,-1
walking stop distance,5,-1,-1
absolutely spectacular,5,-1,-1
!care,5,-1,-1
short town drive,5,-1,-1
very welcome,5,-1,-1
austin see,5,-1,-1
great boston part,5,-1,-1
windows lots,5,-1,-1
duplex,5,-1,-1
!most comfortable,5,-1,-1
number convenient,5,-1,-1
rise,5,-1,-1
wonderful boston city,5,-1,-1
so scenic,5,-1,-1
best city close areas,5,-1,-1
extremely great,5,-1,-1
cobblestone,5,-1,-1
very ave close,5,-1,-1
superior,5,-1,-1
you know,5,-1,-1
large tv,5,-1,-1
short trips,5,-1,-1
grate,5,-1,-1
t stops,5,-1,-1
my time,5,-1,-1
exciting,5,-1,-1
you visit plan,5,-1,-1
!gorgeous,5,-1,-1
many distance shops,5,-1,-1
close great,5,-1,-1
sensational,5,-1,-1
!back,5,-1,-1
trees beautiful,5,-1,-1
very house close,5,-1,-1
very nicely,5,-1,-1
church corner,5,-1,-1
airport stop,5,-1,-1
quick city drive,5,-1,-1
us restaurants walk,5,-1,-1
!nearly as nice,5,-1,-1
airport distance,5,-1,-1
light sleepers,5,-1,-1
distance stores,5,-1,-1
medical area,5,-1,-1
tenants,5,-1,-1
change lot,5,-1,-1
easy street access,5,-1,-1
